StageHistoryID,OpportunityID,StageNo,Stage,EnteredOn,ExitedOn,DaysInStage
STH-0000273,OPP-000069,2,2-Test Drive / Demo,2023-10-02 17:21:57,2023-10-06 13:48:33,3.85
STH-0000274,OPP-000069,3,3-Quotation,2023-10-06 13:48:33,2023-10-13 23:32:49,7.41
STH-0000275,OPP-000069,4,4-Negotiation,2023-10-13 23:32:49,2023-10-20 06:30:16,6.29
STH-0000276,OPP-000069,5,5-Booking / PO,2023-10-20 06:30:16,2023-10-25 00:16:31,4.74
STH-0000277,OPP-000069,6,6-Closed Won,2023-10-25 00:16:31,,
STH-0000278,OPP-000070,1,1-Enquiry,2023-09-30 06:24:53,2023-10-03 01:47:31,2.81
STH-0000279,OPP-000070,2,2-Test Drive / Demo,2023-10-03 01:47:31,2023-10-06 09:35:33,3.33
STH-0000280,OPP-000070,3,3-Quotation,2023-10-06 09:35:33,,
STH-0000281,OPP-000071,1,1-Enquiry,2023-09-30 10:36:37,2023-10-03 03:25:48,2.7
STH-0000282,OPP-000071,7,7-Closed Lost,2023-10-03 03:25:48,,
STH-0000283,OPP-000072,1,1-Enquiry,2023-09-26 03:17:53,2023-09-28 09:03:27,2.24
STH-0000284,OPP-000072,2,2-Test Drive / Demo,2023-09-28 09:03:27,2023-09-29 08:03:01,0.96
STH-0000285,OPP-000072,3,3-Quotation,2023-09-29 08:03:01,2023-10-04 04:30:06,4.85
STH-0000286,OPP-000072,4,4-Negotiation,2023-10-04 04:30:06,2023-10-07 13:02:14,3.36
STH-0000287,OPP-000072,7,7-Closed Lost,2023-10-07 13:02:14,,
STH-0000288,OPP-000073,1,1-Enquiry,2023-09-27 16:18:14,2023-09-29 21:50:35,2.23
STH-0000289,OPP-000073,2,2-Test Drive / Demo,2023-09-29 21:50:35,2023-10-01 19:20:13,1.9
STH-0000290,OPP-000073,7,7-Closed Lost,2023-10-01 19:20:13,,
STH-0000291,OPP-000074,1,1-Enquiry,2023-09-27 19:05:12,2023-09-29 13:54:10,1.78
STH-0000292,OPP-000074,2,2-Test Drive / Demo,2023-09-29 13:54:10,2023-10-01 07:18:00,1.72
STH-0000293,OPP-000074,3,3-Quotation,2023-10-01 07:18:00,2023-10-04 04:01:35,2.86
STH-0000294,OPP-000074,4,4-Negotiation,2023-10-04 04:01:35,2023-10-20 22:47:55,16.78
STH-0000295,OPP-000074,5,5-Booking / PO,2023-10-20 22:47:55,2023-11-23 23:19:06,34.02
STH-0000296,OPP-000074,6,6-Closed Won,2023-11-23 23:19:06,,
STH-0000297,OPP-000075,1,1-Enquiry,2023-09-26 00:09:26,2023-09-30 14:29:55,4.6
STH-0000298,OPP-000075,2,2-Test Drive / Demo,2023-09-30 14:29:55,2023-10-02 12:27:41,1.92
STH-0000299,OPP-000075,3,3-Quotation,2023-10-02 12:27:41,2023-10-07 12:35:36,5.01
STH-0000300,OPP-000075,4,4-Negotiation,2023-10-07 12:35:36,,
STH-0000301,OPP-000076,1,1-Enquiry,2023-09-30 09:36:34,2023-10-05 07:25:26,4.91
STH-0000302,OPP-000076,2,2-Test Drive / Demo,2023-10-05 07:25:26,2023-10-06 20:04:40,1.53
STH-0000303,OPP-000076,3,3-Quotation,2023-10-06 20:04:40,2023-10-09 09:34:56,2.56
STH-0000304,OPP-000076,4,4-Negotiation,2023-10-09 09:34:56,2023-10-11 12:21:07,2.12
STH-0000305,OPP-000076,7,7-Closed Lost,2023-10-11 12:21:07,,
STH-0000306,OPP-000077,1,1-Enquiry,2023-09-25 04:22:00,2023-09-25 13:34:39,0.38
STH-0000307,OPP-000077,2,2-Test Drive / Demo,2023-09-25 13:34:39,2023-09-26 07:43:58,0.76
STH-0000308,OPP-000077,3,3-Quotation,2023-09-26 07:43:58,2023-10-02 05:33:44,5.91
STH-0000309,OPP-000077,4,4-Negotiation,2023-10-02 05:33:44,2023-10-04 03:17:03,1.91
STH-0000310,OPP-000077,5,5-Booking / PO,2023-10-04 03:17:03,2023-11-06 21:30:59,33.76
STH-0000311,OPP-000077,6,6-Closed Won,2023-11-06 21:30:59,,
STH-0000312,OPP-000078,1,1-Enquiry,2023-09-24 18:11:26,2023-10-01 05:15:10,6.46
STH-0000313,OPP-000078,2,2-Test Drive / Demo,2023-10-01 05:15:10,2023-10-02 03:47:17,0.94
STH-0000314,OPP-000078,3,3-Quotation,2023-10-02 03:47:17,2023-10-07 15:03:30,5.47
STH-0000315,OPP-000078,4,4-Negotiation,2023-10-07 15:03:30,2023-10-09 22:17:33,2.3
STH-0000316,OPP-000078,7,7-Closed Lost,2023-10-09 22:17:33,,
STH-0000317,OPP-000079,1,1-Enquiry,2023-09-25 16:12:42,2023-09-26 23:54:06,1.32
STH-0000318,OPP-000079,2,2-Test Drive / Demo,2023-09-26 23:54:06,2023-09-29 00:30:01,2.02
STH-0000319,OPP-000079,3,3-Quotation,2023-09-29 00:30:01,2023-10-05 15:08:34,6.61
STH-0000320,OPP-000079,4,4-Negotiation,2023-10-05 15:08:34,2023-10-11 13:53:57,5.95
STH-0000321,OPP-000079,5,5-Booking / PO,2023-10-11 13:53:57,2023-11-13 18:43:33,33.2
STH-0000322,OPP-000079,7,7-Closed Lost,2023-11-13 18:43:33,,
STH-0000323,OPP-000080,1,1-Enquiry,2023-09-26 07:19:58,2023-09-29 08:04:42,3.03
STH-0000324,OPP-000080,7,7-Closed Lost,2023-09-29 08:04:42,,
STH-0000325,OPP-000081,1,1-Enquiry,2023-09-25 18:50:43,2023-09-29 03:10:13,3.35
STH-0000326,OPP-000081,2,2-Test Drive / Demo,2023-09-29 03:10:13,2023-10-02 03:15:06,3.0
STH-0000327,OPP-000081,3,3-Quotation,2023-10-02 03:15:06,2023-10-05 06:59:39,3.16
STH-0000328,OPP-000081,7,7-Closed Lost,2023-10-05 06:59:39,,
STH-0000329,OPP-000082,1,1-Enquiry,2023-09-28 09:18:02,2023-09-28 21:10:43,0.49
STH-0000330,OPP-000082,2,2-Test Drive / Demo,2023-09-28 21:10:43,2023-10-03 20:21:31,4.97
STH-0000331,OPP-000082,3,3-Quotation,2023-10-03 20:21:31,2023-10-08 04:01:26,4.32
STH-0000332,OPP-000082,4,4-Negotiation,2023-10-08 04:01:26,2023-10-11 20:02:57,3.67
STH-0000333,OPP-000082,5,5-Booking / PO,2023-10-11 20:02:57,2023-10-22 01:36:06,10.23
STH-0000334,OPP-000082,6,6-Closed Won,2023-10-22 01:36:06,,
STH-0000335,OPP-000083,1,1-Enquiry,2023-09-28 17:41:46,2023-10-01 00:55:33,2.3
STH-0000336,OPP-000083,2,2-Test Drive / Demo,2023-10-01 00:55:33,2023-10-08 02:25:25,7.06
STH-0000337,OPP-000083,3,3-Quotation,2023-10-08 02:25:25,2023-10-13 15:02:25,5.53
STH-0000338,OPP-000083,4,4-Negotiation,2023-10-13 15:02:25,2023-10-15 14:40:49,1.99
STH-0000339,OPP-000083,5,5-Booking / PO,2023-10-15 14:40:49,2023-10-22 02:01:03,6.47
STH-0000340,OPP-000083,6,6-Closed Won,2023-10-22 02:01:03,,
STH-0000341,OPP-000084,1,1-Enquiry,2023-09-28 11:56:49,2023-10-02 05:05:52,3.71
STH-0000342,OPP-000084,2,2-Test Drive / Demo,2023-10-02 05:05:52,2023-10-07 06:26:09,5.06
STH-0000343,OPP-000084,7,7-Closed Lost,2023-10-07 06:26:09,,
STH-0000344,OPP-000085,1,1-Enquiry,2023-09-30 10:02:59,2023-10-03 19:31:12,3.39
STH-0000345,OPP-000085,2,2-Test Drive / Demo,2023-10-03 19:31:12,2023-10-11 15:34:06,7.84
STH-0000346,OPP-000085,3,3-Quotation,2023-10-11 15:34:06,2023-10-12 15:52:55,1.01
STH-0000347,OPP-000085,4,4-Negotiation,2023-10-12 15:52:55,2023-10-17 13:28:40,4.9
STH-0000348,OPP-000085,5,5-Booking / PO,2023-10-17 13:28:40,2023-10-25 17:25:06,8.16
STH-0000349,OPP-000085,6,6-Closed Won,2023-10-25 17:25:06,,
STH-0000350,OPP-000086,1,1-Enquiry,2023-09-25 16:44:58,2023-09-28 10:56:26,2.76
STH-0000351,OPP-000086,2,2-Test Drive / Demo,2023-09-28 10:56:26,2023-10-02 08:01:17,3.88
STH-0000352,OPP-000086,3,3-Quotation,2023-10-02 08:01:17,2023-10-03 17:13:40,1.38
STH-0000353,OPP-000086,7,7-Closed Lost,2023-10-03 17:13:40,,
STH-0000354,OPP-000087,1,1-Enquiry,2023-09-25 23:38:14,2023-10-01 00:57:06,5.05
STH-0000355,OPP-000087,2,2-Test Drive / Demo,2023-10-01 00:57:06,2023-10-05 02:20:31,4.06
STH-0000356,OPP-000087,7,7-Closed Lost,2023-10-05 02:20:31,,
STH-0000357,OPP-000088,1,1-Enquiry,2023-09-24 18:35:05,2023-09-25 12:31:34,0.75
STH-0000358,OPP-000088,2,2-Test Drive / Demo,2023-09-25 12:31:34,2023-09-29 14:04:17,4.06
STH-0000359,OPP-000088,3,3-Quotation,2023-09-29 14:04:17,2023-10-04 10:50:25,4.87
STH-0000360,OPP-000088,7,7-Closed Lost,2023-10-04 10:50:25,,
STH-0000361,OPP-000089,1,1-Enquiry,2023-09-24 18:16:31,2023-09-27 09:54:08,2.65
STH-0000362,OPP-000089,2,2-Test Drive / Demo,2023-09-27 09:54:08,2023-09-28 10:16:01,1.02
STH-0000363,OPP-000089,3,3-Quotation,2023-09-28 10:16:01,2023-09-28 12:10:45,0.08
STH-0000364,OPP-000089,4,4-Negotiation,2023-09-28 12:10:45,2023-09-29 03:40:56,0.65
STH-0000365,OPP-000089,5,5-Booking / PO,2023-09-29 03:40:56,2023-10-10 07:08:32,11.14
STH-0000366,OPP-000089,6,6-Closed Won,2023-10-10 07:08:32,,
STH-0000367,OPP-000090,1,1-Enquiry,2023-09-30 05:39:59,2023-10-01 19:49:41,1.59
STH-0000368,OPP-000090,7,7-Closed Lost,2023-10-01 19:49:41,,
STH-0000369,OPP-000091,1,1-Enquiry,2023-09-29 13:41:17,2023-10-01 21:20:59,2.32
STH-0000370,OPP-000091,2,2-Test Drive / Demo,2023-10-01 21:20:59,2023-10-03 02:29:59,1.21
STH-0000371,OPP-000091,3,3-Quotation,2023-10-03 02:29:59,2023-10-06 15:32:19,3.54
STH-0000372,OPP-000091,4,4-Negotiation,2023-10-06 15:32:19,2023-10-16 15:27:16,10.0
STH-0000373,OPP-000091,5,5-Booking / PO,2023-10-16 15:27:16,2023-11-07 14:16:56,21.95
STH-0000374,OPP-000091,7,7-Closed Lost,2023-11-07 14:16:56,,
STH-0000375,OPP-000092,1,1-Enquiry,2023-09-25 19:13:40,2023-09-26 20:20:22,1.05
STH-0000376,OPP-000092,7,7-Closed Lost,2023-09-26 20:20:22,,
STH-0000377,OPP-000093,1,1-Enquiry,2023-09-27 21:19:50,2023-10-07 14:08:39,9.7
STH-0000378,OPP-000093,2,2-Test Drive / Demo,2023-10-07 14:08:39,2023-10-13 12:53:20,5.95
STH-0000379,OPP-000093,3,3-Quotation,2023-10-13 12:53:20,2023-10-19 08:29:15,5.82
STH-0000380,OPP-000093,4,4-Negotiation,2023-10-19 08:29:15,2023-10-23 00:46:53,3.68
STH-0000381,OPP-000093,5,5-Booking / PO,2023-10-23 00:46:53,2023-11-03 00:07:50,10.97
STH-0000382,OPP-000093,6,6-Closed Won,2023-11-03 00:07:50,,
STH-0000383,OPP-000094,1,1-Enquiry,2023-09-27 11:21:56,2023-10-04 10:27:24,6.96
STH-0000384,OPP-000094,2,2-Test Drive / Demo,2023-10-04 10:27:24,2023-10-07 19:58:22,3.4
STH-0000385,OPP-000094,3,3-Quotation,2023-10-07 19:58:22,2023-10-10 21:45:25,3.07
STH-0000386,OPP-000094,7,7-Closed Lost,2023-10-10 21:45:25,,
STH-0000387,OPP-000095,1,1-Enquiry,2023-09-24 19:44:40,2023-09-28 04:47:17,3.38
STH-0000388,OPP-000095,2,2-Test Drive / Demo,2023-09-28 04:47:17,2023-09-30 14:05:57,2.39
STH-0000389,OPP-000095,3,3-Quotation,2023-09-30 14:05:57,2023-10-03 03:40:48,2.57
STH-0000390,OPP-000095,7,7-Closed Lost,2023-10-03 03:40:48,,
STH-0000391,OPP-000096,1,1-Enquiry,2023-09-25 04:30:10,2023-09-28 04:03:01,2.98
STH-0000392,OPP-000096,2,2-Test Drive / Demo,2023-09-28 04:03:01,2023-10-01 13:46:40,3.41
STH-0000393,OPP-000096,3,3-Quotation,2023-10-01 13:46:40,2023-10-02 17:38:09,1.16
STH-0000394,OPP-000096,4,4-Negotiation,2023-10-02 17:38:09,2023-10-05 07:44:57,2.59
STH-0000395,OPP-000096,7,7-Closed Lost,2023-10-05 07:44:57,,
STH-0000396,OPP-000097,1,1-Enquiry,2023-09-24 21:14:06,2023-09-25 17:14:16,0.83
STH-0000397,OPP-000097,7,7-Closed Lost,2023-09-25 17:14:16,,
STH-0000398,OPP-000098,1,1-Enquiry,2023-09-25 00:17:48,2023-09-29 23:21:08,4.96
STH-0000399,OPP-000098,2,2-Test Drive / Demo,2023-09-29 23:21:08,2023-09-30 16:01:55,0.69
STH-0000400,OPP-000098,3,3-Quotation,2023-09-30 16:01:55,2023-10-04 03:22:47,3.47
STH-0000401,OPP-000098,4,4-Negotiation,2023-10-04 03:22:47,2023-10-05 09:23:17,1.25
STH-0000402,OPP-000098,7,7-Closed Lost,2023-10-05 09:23:17,,
STH-0000403,OPP-000099,1,1-Enquiry,2023-09-25 14:00:33,2023-09-27 02:09:19,1.51
STH-0000404,OPP-000099,7,7-Closed Lost,2023-09-27 02:09:19,,
STH-0000405,OPP-000100,1,1-Enquiry,2023-09-24 23:44:10,2023-09-26 13:29:09,1.57
STH-0000406,OPP-000100,2,2-Test Drive / Demo,2023-09-26 13:29:09,2023-09-29 21:13:09,3.32
STH-0000407,OPP-000100,7,7-Closed Lost,2023-09-29 21:13:09,,
STH-0000408,OPP-000101,1,1-Enquiry,2023-09-27 08:56:02,2023-09-28 10:35:30,1.07
STH-0000409,OPP-000101,2,2-Test Drive / Demo,2023-09-28 10:35:30,2023-09-30 08:25:20,1.91
STH-0000410,OPP-000101,3,3-Quotation,2023-09-30 08:25:20,2023-10-06 11:10:26,6.11
STH-0000411,OPP-000101,7,7-Closed Lost,2023-10-06 11:10:26,,
STH-0000412,OPP-000102,1,1-Enquiry,2023-09-28 09:05:26,2023-10-02 11:34:41,4.1
STH-0000413,OPP-000102,2,2-Test Drive / Demo,2023-10-02 11:34:41,2023-10-03 03:16:44,0.65
STH-0000414,OPP-000102,3,3-Quotation,2023-10-03 03:16:44,2023-10-07 08:41:08,4.23
STH-0000415,OPP-000102,4,4-Negotiation,2023-10-07 08:41:08,2023-10-17 08:13:50,9.98
STH-0000416,OPP-000102,5,5-Booking / PO,2023-10-17 08:13:50,2023-10-23 15:04:09,6.28
STH-0000417,OPP-000102,6,6-Closed Won,2023-10-23 15:04:09,,
STH-0000418,OPP-000103,1,1-Enquiry,2023-09-28 23:51:05,2023-10-01 17:27:01,2.73
STH-0000419,OPP-000103,2,2-Test Drive / Demo,2023-10-01 17:27:01,2023-10-07 16:48:35,5.97
STH-0000420,OPP-000103,3,3-Quotation,2023-10-07 16:48:35,2023-10-09 21:32:22,2.2
STH-0000421,OPP-000103,4,4-Negotiation,2023-10-09 21:32:22,2023-10-11 13:14:34,1.65
STH-0000422,OPP-000103,5,5-Booking / PO,2023-10-11 13:14:34,2023-11-25 20:36:39,45.31
STH-0000423,OPP-000103,6,6-Closed Won,2023-11-25 20:36:39,,
STH-0000424,OPP-000104,1,1-Enquiry,2023-09-28 23:11:40,2023-10-03 05:53:19,4.28
STH-0000425,OPP-000104,2,2-Test Drive / Demo,2023-10-03 05:53:19,2023-10-05 12:11:48,2.26
STH-0000426,OPP-000104,3,3-Quotation,2023-10-05 12:11:48,2023-10-08 12:17:34,3.0
STH-0000427,OPP-000104,4,4-Negotiation,2023-10-08 12:17:34,2023-10-11 08:08:25,2.83
STH-0000428,OPP-000104,7,7-Closed Lost,2023-10-11 08:08:25,,
STH-0000429,OPP-000105,1,1-Enquiry,2023-10-01 01:36:09,2023-10-03 19:38:11,2.75
STH-0000430,OPP-000105,2,2-Test Drive / Demo,2023-10-03 19:38:11,2023-10-07 05:21:55,3.41
STH-0000431,OPP-000105,7,7-Closed Lost,2023-10-07 05:21:55,,
STH-0000432,OPP-000106,1,1-Enquiry,2023-09-28 17:19:08,2023-10-03 21:20:06,5.17
STH-0000433,OPP-000106,2,2-Test Drive / Demo,2023-10-03 21:20:06,2023-10-06 04:25:46,2.3
STH-0000434,OPP-000106,3,3-Quotation,2023-10-06 04:25:46,2023-10-07 10:31:54,1.25
STH-0000435,OPP-000106,7,7-Closed Lost,2023-10-07 10:31:54,,
STH-0000436,OPP-000107,1,1-Enquiry,2023-09-26 17:10:37,2023-09-29 09:20:57,2.67
STH-0000437,OPP-000107,2,2-Test Drive / Demo,2023-09-29 09:20:57,2023-09-30 15:03:11,1.24
STH-0000438,OPP-000107,3,3-Quotation,2023-09-30 15:03:11,2023-10-02 21:22:15,2.26
STH-0000439,OPP-000107,4,4-Negotiation,2023-10-02 21:22:15,2023-10-09 15:25:10,6.75
STH-0000440,OPP-000107,5,5-Booking / PO,2023-10-09 15:25:10,2023-11-01 14:27:44,22.96
STH-0000441,OPP-000107,6,6-Closed Won,2023-11-01 14:27:44,,
STH-0000442,OPP-000108,1,1-Enquiry,2023-10-01 04:36:25,2023-10-05 16:08:39,4.48
STH-0000443,OPP-000108,2,2-Test Drive / Demo,2023-10-05 16:08:39,2023-10-06 03:22:42,0.47
STH-0000444,OPP-000108,3,3-Quotation,2023-10-06 03:22:42,2023-10-13 05:40:57,7.1
STH-0000445,OPP-000108,4,4-Negotiation,2023-10-13 05:40:57,2023-10-16 17:12:14,3.48
STH-0000446,OPP-000108,5,5-Booking / PO,2023-10-16 17:12:14,2023-11-28 23:52:42,43.28
STH-0000447,OPP-000108,6,6-Closed Won,2023-11-28 23:52:42,,
STH-0000448,OPP-000109,1,1-Enquiry,2023-09-28 23:45:55,2023-10-04 08:52:10,5.38
STH-0000449,OPP-000109,2,2-Test Drive / Demo,2023-10-04 08:52:10,2023-10-05 13:30:24,1.19
STH-0000450,OPP-000109,3,3-Quotation,2023-10-05 13:30:24,2023-10-13 10:04:34,7.86
STH-0000451,OPP-000109,4,4-Negotiation,2023-10-13 10:04:34,2023-10-16 14:07:03,3.17
STH-0000452,OPP-000109,7,7-Closed Lost,2023-10-16 14:07:03,,
STH-0000453,OPP-000110,1,1-Enquiry,2023-09-25 16:27:16,2023-09-30 13:27:34,4.88
STH-0000454,OPP-000110,2,2-Test Drive / Demo,2023-09-30 13:27:34,2023-10-03 17:35:05,3.17
STH-0000455,OPP-000110,7,7-Closed Lost,2023-10-03 17:35:05,,
STH-0000456,OPP-000111,1,1-Enquiry,2023-09-26 01:29:49,2023-09-27 15:18:41,1.58
STH-0000457,OPP-000111,2,2-Test Drive / Demo,2023-09-27 15:18:41,2023-10-01 05:07:08,3.58
STH-0000458,OPP-000111,3,3-Quotation,2023-10-01 05:07:08,2023-10-02 17:51:09,1.53
STH-0000459,OPP-000111,7,7-Closed Lost,2023-10-02 17:51:09,,
STH-0000460,OPP-000112,1,1-Enquiry,2023-09-26 08:07:27,2023-09-28 01:07:01,1.71
STH-0000461,OPP-000112,2,2-Test Drive / Demo,2023-09-28 01:07:01,2023-09-29 15:24:58,1.6
STH-0000462,OPP-000112,3,3-Quotation,2023-09-29 15:24:58,2023-10-04 17:31:02,5.09
STH-0000463,OPP-000112,4,4-Negotiation,2023-10-04 17:31:02,2023-10-09 10:51:33,4.72
STH-0000464,OPP-000112,7,7-Closed Lost,2023-10-09 10:51:33,,
STH-0000465,OPP-000113,1,1-Enquiry,2023-10-01 02:57:52,2023-10-02 16:10:17,1.55
STH-0000466,OPP-000113,2,2-Test Drive / Demo,2023-10-02 16:10:17,2023-10-03 11:12:16,0.79
STH-0000467,OPP-000113,7,7-Closed Lost,2023-10-03 11:12:16,,
STH-0000468,OPP-000114,1,1-Enquiry,2023-09-29 03:01:20,2023-09-30 09:43:21,1.28
STH-0000469,OPP-000114,2,2-Test Drive / Demo,2023-09-30 09:43:21,2023-10-03 00:55:03,2.63
STH-0000470,OPP-000114,3,3-Quotation,2023-10-03 00:55:03,2023-10-08 19:16:14,5.76
STH-0000471,OPP-000114,4,4-Negotiation,2023-10-08 19:16:14,2023-10-10 18:55:49,1.99
STH-0000472,OPP-000114,5,5-Booking / PO,2023-10-10 18:55:49,2023-10-29 03:20:52,18.35
STH-0000473,OPP-000114,6,6-Closed Won,2023-10-29 03:20:52,,
STH-0000474,OPP-000115,1,1-Enquiry,2023-09-25 16:36:41,2023-09-27 07:02:25,1.6
STH-0000475,OPP-000115,2,2-Test Drive / Demo,2023-09-27 07:02:25,2023-10-01 13:05:36,4.25
STH-0000476,OPP-000115,3,3-Quotation,2023-10-01 13:05:36,2023-10-02 03:45:35,0.61
STH-0000477,OPP-000115,4,4-Negotiation,2023-10-02 03:45:35,2023-10-06 01:34:50,3.91
STH-0000478,OPP-000115,5,5-Booking / PO,2023-10-06 01:34:50,2023-10-26 08:43:06,20.3
STH-0000479,OPP-000115,6,6-Closed Won,2023-10-26 08:43:06,,
STH-0000480,OPP-000116,1,1-Enquiry,2023-09-26 16:49:21,2023-09-27 19:28:58,1.11
STH-0000481,OPP-000116,7,7-Closed Lost,2023-09-27 19:28:58,,
STH-0000482,OPP-000117,1,1-Enquiry,2023-09-25 13:30:04,2023-09-27 17:00:52,2.15
STH-0000483,OPP-000117,2,2-Test Drive / Demo,2023-09-27 17:00:52,2023-09-30 06:57:02,2.58
STH-0000484,OPP-000117,3,3-Quotation,2023-09-30 06:57:02,2023-10-12 18:30:00,12.48
STH-0000485,OPP-000117,4,4-Negotiation,2023-10-12 18:30:00,2023-10-17 00:46:07,4.26
STH-0000486,OPP-000117,5,5-Booking / PO,2023-10-17 00:46:07,2023-11-01 15:18:08,15.61
STH-0000487,OPP-000117,6,6-Closed Won,2023-11-01 15:18:08,,
STH-0000488,OPP-000118,1,1-Enquiry,2023-09-30 19:54:46,2023-10-05 22:31:48,5.11
STH-0000489,OPP-000118,7,7-Closed Lost,2023-10-05 22:31:48,,
STH-0000490,OPP-000119,1,1-Enquiry,2023-09-30 17:12:53,2023-10-04 11:27:08,3.76
STH-0000491,OPP-000119,2,2-Test Drive / Demo,2023-10-04 11:27:08,2023-10-10 08:43:07,5.89
STH-0000492,OPP-000119,7,7-Closed Lost,2023-10-10 08:43:07,,
STH-0000493,OPP-000120,1,1-Enquiry,2023-09-30 20:15:40,2023-10-03 06:28:46,2.43
STH-0000494,OPP-000120,2,2-Test Drive / Demo,2023-10-03 06:28:46,2023-10-06 12:25:07,3.25
STH-0000495,OPP-000120,7,7-Closed Lost,2023-10-06 12:25:07,,
STH-0000496,OPP-000121,1,1-Enquiry,2023-09-28 17:21:53,2023-10-04 06:33:30,5.55
STH-0000497,OPP-000121,2,2-Test Drive / Demo,2023-10-04 06:33:30,2023-10-07 23:31:56,3.71
STH-0000498,OPP-000121,7,7-Closed Lost,2023-10-07 23:31:56,,
STH-0000499,OPP-000122,1,1-Enquiry,2023-10-10 00:47:28,2023-10-19 17:56:19,9.71
STH-0000500,OPP-000122,2,2-Test Drive / Demo,2023-10-19 17:56:19,2023-11-05 01:11:52,16.3
STH-0000501,OPP-000122,7,7-Closed Lost,2023-11-05 01:11:52,,
STH-0000502,OPP-000123,1,1-Enquiry,2023-09-28 17:14:56,2023-09-29 05:49:53,0.52
STH-0000503,OPP-000123,2,2-Test Drive / Demo,2023-09-29 05:49:53,2023-09-30 00:12:20,0.77
STH-0000504,OPP-000123,3,3-Quotation,2023-09-30 00:12:20,2023-09-30 07:58:45,0.32
STH-0000505,OPP-000123,4,4-Negotiation,2023-09-30 07:58:45,2023-10-06 20:04:52,6.5
STH-0000506,OPP-000123,5,5-Booking / PO,2023-10-06 20:04:52,2023-11-20 18:54:38,44.95
STH-0000507,OPP-000123,6,6-Closed Won,2023-11-20 18:54:38,,
STH-0000508,OPP-000124,1,1-Enquiry,2023-09-28 08:00:58,2023-09-28 18:07:13,0.42
STH-0000509,OPP-000124,7,7-Closed Lost,2023-09-28 18:07:13,,
STH-0000510,OPP-000125,1,1-Enquiry,2023-09-25 19:26:24,2023-09-29 01:22:01,3.25
STH-0000511,OPP-000125,2,2-Test Drive / Demo,2023-09-29 01:22:01,2023-10-03 20:54:01,4.81
STH-0000512,OPP-000125,7,7-Closed Lost,2023-10-03 20:54:01,,
STH-0000513,OPP-000126,1,1-Enquiry,2023-09-30 18:11:59,2023-10-02 15:58:04,1.91
STH-0000514,OPP-000126,2,2-Test Drive / Demo,2023-10-02 15:58:04,2023-10-08 11:12:43,5.8
STH-0000515,OPP-000126,3,3-Quotation,2023-10-08 11:12:43,2023-10-11 20:51:57,3.4
STH-0000516,OPP-000126,7,7-Closed Lost,2023-10-11 20:51:57,,
STH-0000517,OPP-000127,1,1-Enquiry,2023-09-28 12:05:17,2023-09-30 11:57:23,1.99
STH-0000518,OPP-000127,7,7-Closed Lost,2023-09-30 11:57:23,,
STH-0000519,OPP-000128,1,1-Enquiry,2023-10-01 12:35:47,2023-10-05 15:37:22,4.13
STH-0000520,OPP-000128,2,2-Test Drive / Demo,2023-10-05 15:37:22,2023-10-07 16:16:34,2.03
STH-0000521,OPP-000128,7,7-Closed Lost,2023-10-07 16:16:34,,
STH-0000522,OPP-000129,1,1-Enquiry,2023-09-25 19:57:38,2023-09-27 23:56:16,2.17
STH-0000523,OPP-000129,2,2-Test Drive / Demo,2023-09-27 23:56:16,2023-09-28 18:31:14,0.77
STH-0000524,OPP-000129,3,3-Quotation,2023-09-28 18:31:14,2023-09-30 11:06:36,1.69
STH-0000525,OPP-000129,4,4-Negotiation,2023-09-30 11:06:36,2023-10-16 03:37:27,15.69
STH-0000526,OPP-000129,5,5-Booking / PO,2023-10-16 03:37:27,2023-10-29 15:43:51,13.5
STH-0000527,OPP-000129,6,6-Closed Won,2023-10-29 15:43:51,,
STH-0000528,OPP-000130,1,1-Enquiry,2023-09-30 14:45:20,2023-10-02 19:59:03,2.22
STH-0000529,OPP-000130,7,7-Closed Lost,2023-10-02 19:59:03,,
STH-0000530,OPP-000131,1,1-Enquiry,2023-09-30 23:52:07,2023-10-02 14:46:52,1.62
STH-0000531,OPP-000131,2,2-Test Drive / Demo,2023-10-02 14:46:52,2023-10-06 18:22:20,4.15
STH-0000532,OPP-000131,3,3-Quotation,2023-10-06 18:22:20,2023-10-11 00:33:38,4.26
STH-0000533,OPP-000131,7,7-Closed Lost,2023-10-11 00:33:38,,
STH-0000534,OPP-000132,1,1-Enquiry,2023-09-25 18:02:48,2023-09-29 10:21:53,3.68
STH-0000535,OPP-000132,2,2-Test Drive / Demo,2023-09-29 10:21:53,2023-10-02 00:04:34,2.57
STH-0000536,OPP-000132,3,3-Quotation,2023-10-02 00:04:34,2023-10-06 16:58:51,4.7
STH-0000537,OPP-000132,4,4-Negotiation,2023-10-06 16:58:51,2023-10-13 22:22:50,7.22
STH-0000538,OPP-000132,5,5-Booking / PO,2023-10-13 22:22:50,2023-12-12 20:46:29,59.93
STH-0000539,OPP-000132,6,6-Closed Won,2023-12-12 20:46:29,,
STH-0000540,OPP-000133,1,1-Enquiry,2023-09-30 22:32:26,2023-10-02 13:33:50,1.63
STH-0000541,OPP-000133,7,7-Closed Lost,2023-10-02 13:33:50,,
STH-0000542,OPP-000134,1,1-Enquiry,2023-09-25 21:04:24,2023-09-30 06:46:53,4.4
STH-0000543,OPP-000134,7,7-Closed Lost,2023-09-30 06:46:53,,
STH-0000544,OPP-000135,1,1-Enquiry,2023-09-28 09:38:12,2023-10-07 21:24:22,9.49
